id,smiles,dG,schnet_0,schnet_1,schnet_2,schnet_3,schnet_4,schnet_5,schnet_6,schnet_7,schnet_8,schnet_9,schnet_10,schnet_11,schnet_12,schnet_13,schnet_14,schnet_15,schnet_16,schnet_17,schnet_18,schnet_19,schnet_20,schnet_21,schnet_22,schnet_23,schnet_24,schnet_25,schnet_26,schnet_27,schnet_28,schnet_29,schnet_30,schnet_31,schnet_32,schnet_33,schnet_34,schnet_35,schnet_36,schnet_37,schnet_38,schnet_39,schnet_40,schnet_41,schnet_42,schnet_43,schnet_44,schnet_45,schnet_46,schnet_47,schnet_48,schnet_49,schnet_50,schnet_51,schnet_52,schnet_53,schnet_54,schnet_55,schnet_56,schnet_57,schnet_58,schnet_59,schnet_60,schnet_61,schnet_62,schnet_63,schnet_64,schnet_65,schnet_66,schnet_67,schnet_68,schnet_69,schnet_70,schnet_71,schnet_72,schnet_73,schnet_74,schnet_75,schnet_76,schnet_77,schnet_78,schnet_79,schnet_80,schnet_81,schnet_82,schnet_83,schnet_84,schnet_85,schnet_86,schnet_87,schnet_88,schnet_89,schnet_90,schnet_91,schnet_92,schnet_93,schnet_94,schnet_95,schnet_96,schnet_97,schnet_98,schnet_99,schnet_100,schnet_101,schnet_102,schnet_103,schnet_104,schnet_105,schnet_106,schnet_107,schnet_108,schnet_109,schnet_110,schnet_111,schnet_112,schnet_113,schnet_114,schnet_115,schnet_116,schnet_117,schnet_118,schnet_119,schnet_120,schnet_121,schnet_122,schnet_123,schnet_124,schnet_125,schnet_126,schnet_127
mobley_1722522, CCCC(=O)OCC,-2.49,-0.066898964,-0.4700188,0.53981936,-1.1255294,0.9544345,0.62542665,-0.19661796,0.27648586,-0.37817237,-0.62635756,-0.005151272,-0.7893943,0.30892175,1.1340783,0.69424653,-0.6361698,-1.7683319,0.71874136,-0.40667972,0.07490331,0.31543106,0.39370704,0.4731051,0.22227792,-0.01019132,-0.7269074,0.111546576,-1.3266935,1.1569068,-0.13330044,-1.0044423,0.5172178,-0.9084051,-0.42575493,1.1759197,-0.74804956,0.7017861,-0.030684745,-1.3247874,0.6801816,0.5390097,0.28472328,-0.4804112,0.058101546,-0.7079816,-0.043556083,-0.63826853,0.23659237,0.43057078,0.82768,-0.16189222,-0.39569113,0.9654709,-0.042428415,-0.7688115,-0.3533225,0.064864315,1.2470767,0.10582622,-0.30189952,-0.72774804,-0.546153,1.3309262,0.19885011,-0.9595197,0.69345874,1.0332644,-0.44971457,-0.038538348,-0.5397521,-0.870649,0.34053785,-0.930302,0.2662043,-1.7075226,-0.050232045,-1.0855176,-0.30647293,-0.600922,-0.6778279,-0.04398448,-0.25095987,-1.5657597,-0.79206204,1.1508787,-0.7580398,1.0308714,-0.294702,-0.25690395,-0.786533,0.7250787,-0.6267169,0.38612852,-1.0693145,0.15588535,0.09435661,-0.41810417,-0.6109272,0.59597766,-0.260876,-0.46336207,-1.4788029,1.412948,-0.29350644,0.039135095,-0.71483654,0.4097467,-0.4428491,-0.5276735,0.36487404,-0.24848478,0.68736374,-0.1755269,0.013011029,-0.10259704,-0.8207735,-0.104604945,0.5101711,0.5067191,-0.6612969,-0.02426436,0.12567362,-0.5254434,-0.7590661,0.062208034,-0.55382764,0.5470694,-0.7026166
mobley_1723043, C1(C(C(C1(F)F)(F)F)(F)F)(F)F,3.43,0.5755288,-0.5963489,2.1806076,0.45462707,-2.1988947,-0.8399456,-1.119073,0.7190396,0.22690107,0.20337053,0.40245274,-0.9309375,0.44147167,0.72286326,-0.39417648,-0.40714183,-0.6973955,0.51526135,-0.15144365,-1.8896531,1.8622437,-1.5802747,1.9587709,0.53509873,-1.2448341,-1.6468382,-0.26906124,-0.6673433,-0.43471384,-0.7318025,-0.40266111,0.048678894,0.39312074,-0.43622383,0.07846298,-0.622269,-1.3452104,-0.45219812,-0.2203446,0.4055054,0.07855135,0.0499599,1.0887182,-0.91795206,-0.8581815,-0.7778968,-0.31059623,-0.23294275,0.39153537,-0.98128325,-0.2819701,-0.8021085,-0.23053281,0.49074376,-0.32947013,-0.15518238,-0.5775782,1.3063346,-0.9924801,-0.8877645,0.2542338,1.180819,-0.16206177,0.6093208,-1.7035633,-0.009249926,0.0850799,-0.1172143,0.56100345,-1.0722767,-1.0146009,0.057142418,-0.09368741,0.52257174,-0.7608092,0.67797226,-0.026233783,-1.2605008,-0.14995229,0.67356366,-0.25684074,-1.2364923,-0.5412298,0.730387,1.4001442,-0.540698,-0.7935328,-0.4059912,0.055883545,-0.52394927,0.7047398,-0.43952525,-0.47606084,-1.3844806,-0.12735878,0.12803416,-0.64544713,1.4356042,-0.09725844,0.6371438,-0.08213106,-1.2867724,-0.2783101,1.4986173,-0.0031833302,-0.19650723,0.12679732,-0.7156202,0.51485896,-0.60396665,-0.62001115,0.27554032,0.3657708,-1.3556657,-0.43199053,0.05491078,1.0862716,0.2963617,0.026689887,-0.053309858,-0.06014499,-0.28857377,-0.40153465,0.07010963,-0.67444515,0.54841983,0.2534007,-0.22561067
mobley_1728386, c1ccc(cc1)C(=O)N,-11.0,0.022418033,-0.1576977,0.72195244,-0.79312706,0.8191399,0.40354463,-0.15149443,0.55477005,-0.37486175,-0.27928796,0.2906229,-0.9798049,0.034761555,1.3212017,0.7566686,-0.638695,-1.3446279,0.70410323,-0.6319535,-0.051582877,0.5735473,-0.006299272,0.6925382,0.5302238,-0.21777649,-0.7269058,-0.085072696,-1.1626385,0.9732512,-0.35641465,-1.0662799,-0.12595034,-0.6759851,-0.7287528,0.8517185,-0.59643656,0.36844203,-0.22952822,-1.4036463,0.6636818,0.6508504,0.16601366,-0.6181005,0.043420747,-0.43228936,-0.032153822,-0.15681177,-0.036646932,0.43951187,0.5078381,0.07710998,-0.6270128,0.6421165,-0.08810587,-0.5872228,-0.38704097,-0.025531814,1.1351604,0.22287916,0.16071212,-0.49116415,-0.047523916,1.4955478,0.16076499,-0.9388877,0.73266554,0.60848445,-0.17567125,0.28857028,-0.40366057,-0.7450682,0.32283592,-0.38092458,0.3975495,-1.473789,0.059348386,-0.85654783,-0.7062632,-0.7765228,-0.9547082,-0.3701183,-0.04800886,-1.4868739,-0.5966035,0.9658812,-0.7728567,0.5740536,-0.40019616,-0.33119133,-0.6508245,0.79497004,-0.3871925,0.41836238,-1.280516,0.26817712,0.02956243,-0.23538834,-0.50033927,0.5607513,-0.43579203,-0.555424,-1.3540071,0.83277416,-0.058232933,0.15207273,-0.7969028,0.67449296,-0.42927873,-0.4040556,0.27289385,-0.29325685,0.49149394,0.17335469,-0.01656311,-0.25678802,-0.73896,-0.020478873,0.9203768,0.4872439,-0.5532888,0.017600935,-0.22393914,-0.3247474,-0.42889196,-0.48741353,0.1512903,0.25931355,-0.6821378
mobley_172879, c1ccc2c(c1)Oc3ccccc3O2,-3.15,-0.23384358,0.17453228,0.8513868,-0.6439996,0.8474398,0.2245372,-0.19769315,0.69298744,-0.44881144,-0.1421804,0.45675114,-1.2225084,-0.18108606,1.6005147,0.7334122,-0.58664364,-1.2942172,0.6718595,-0.9143851,-0.17933673,0.7445398,-0.35528505,0.8871799,0.77919334,-0.22604676,-0.9992185,-0.17438735,-1.2895944,0.9262572,-0.429197,-1.1822426,-0.3984148,-0.7752628,-0.89233834,0.71294713,-0.7849617,0.224757,-0.18520227,-1.4798199,0.6740043,0.8303373,0.14715078,-0.656659,0.031582903,-0.19349068,-0.07865634,0.2296075,-0.09665537,0.61773354,0.43983403,0.12517966,-0.70464236,0.36174318,-0.10039837,-0.46766603,-0.34619048,0.0782882,1.0806628,0.19645134,0.50262564,-0.4762166,0.10734257,1.823275,0.16833963,-1.019477,0.9389717,0.4110902,-0.25962698,0.4205064,-0.24582629,-0.6348032,0.39368013,-0.14588581,0.3401575,-1.5449826,0.051715016,-0.71557504,-0.8078821,-0.9870018,-1.1857986,-0.4370514,-0.095144555,-1.57341,-0.35701513,1.123762,-0.9158848,0.43395454,-0.40993345,-0.4087231,-0.7263304,0.8549007,-0.12584458,0.44171217,-1.6031855,0.3875272,-0.102200456,-0.23923801,-0.5176856,0.6150207,-0.5886612,-0.64228016,-1.325539,0.673703,-0.022874983,0.23766989,-0.8742132,0.8013918,-0.43690693,-0.47817135,0.28907743,-0.31652662,0.43226278,0.3976261,0.12594666,-0.3494344,-0.7000064,-0.045713577,1.3390008,0.5500174,-0.579559,0.10176017,-0.6207936,-0.119356066,-0.24064112,-0.83975774,0.25694397,0.15363497,-0.8050257
mobley_1733799, c1cc(ccc1O)Br,-5.85,-0.08814854,-0.04625924,0.8064183,-0.8825351,0.8492377,0.27575028,-0.14816159,0.4929767,-0.3073168,-0.200061,0.29037255,-1.1568035,-0.087724514,1.4125246,0.6469916,-0.5247611,-1.1209582,0.6209962,-0.78812957,-0.12979136,0.49603716,-0.09415322,0.67673314,0.60482466,-0.26481664,-0.8513762,-0.1470345,-1.2856323,0.8394916,-0.41039583,-1.030278,-0.14627236,-0.70026344,-0.74495196,0.7421466,-0.68941534,0.2655639,-0.32797182,-1.3769418,0.74201906,0.73973,0.1970067,-0.59718996,0.14217888,-0.12653853,-0.06367087,-0.09713945,-0.019007865,0.4543466,0.4568233,0.008338158,-0.7159065,0.39951822,-0.006191459,-0.47624937,-0.4032215,0.11964,1.0447831,0.16039634,0.35863563,-0.53858376,-0.1807433,1.6692954,0.02363656,-0.9905209,0.7661617,0.4439635,-0.33121282,0.36714652,-0.27980864,-0.61033815,0.2535934,-0.3006696,0.2681189,-1.3789258,0.02187704,-0.69469,-0.6766895,-0.77913195,-1.005856,-0.49872127,-0.15976197,-1.5062782,-0.35004324,1.0556363,-0.7611536,0.5086658,-0.43903482,-0.2997425,-0.69916505,0.81297743,-0.24155983,0.4225848,-1.3463662,0.35267776,0.07104429,-0.12632984,-0.54235214,0.5823146,-0.45052275,-0.5911733,-1.31232,0.89890397,-0.15596516,0.12802812,-0.8758261,0.6926308,-0.4092856,-0.45209458,0.32286745,-0.27915618,0.40054816,0.122400396,0.07241561,-0.26897544,-0.7361469,-0.072225735,0.9747159,0.34394583,-0.5143276,-0.03829425,-0.42655522,-0.21069111,-0.2775283,-0.69491935,0.055912815,0.13734971,-0.75367135
mobley_1735893, CCCCCC(=O)O,-6.21,-0.066898964,-0.47001886,0.53981936,-1.1255294,0.9544345,0.6254266,-0.19661796,0.27648586,-0.37817237,-0.62635756,-0.005151272,-0.7893943,0.30892175,1.1340783,0.69424653,-0.6361698,-1.7683319,0.7187413,-0.4066797,0.07490331,0.31543103,0.39370704,0.47310513,0.22227797,-0.010191315,-0.7269074,0.1115466,-1.3266935,1.1569068,-0.13330041,-1.0044423,0.5172178,-0.9084051,-0.42575493,1.1759197,-0.74804956,0.7017861,-0.030684758,-1.3247874,0.6801816,0.5390097,0.28472328,-0.4804112,0.058101546,-0.7079816,-0.04355607,-0.63826853,0.23659237,0.43057078,0.82768,-0.16189222,-0.3956911,0.9654709,-0.042428415,-0.7688115,-0.3533225,0.06486432,1.2470767,0.105826214,-0.30189952,-0.72774804,-0.546153,1.3309262,0.19885011,-0.9595197,0.6934587,1.0332644,-0.44971457,-0.038538374,-0.5397521,-0.870649,0.34053785,-0.930302,0.2662043,-1.7075227,-0.050232053,-1.0855176,-0.30647293,-0.600922,-0.6778279,-0.04398448,-0.25095987,-1.5657597,-0.79206204,1.1508787,-0.75803983,1.0308714,-0.294702,-0.25690395,-0.786533,0.7250787,-0.6267169,0.38612852,-1.0693145,0.15588535,0.09435661,-0.41810417,-0.6109272,0.59597766,-0.260876,-0.46336207,-1.4788029,1.412948,-0.29350644,0.039135095,-0.71483654,0.4097467,-0.4428491,-0.5276735,0.36487404,-0.24848478,0.68736374,-0.1755269,0.013011029,-0.102597095,-0.8207735,-0.104604945,0.5101711,0.5067191,-0.66129696,-0.024264371,0.12567358,-0.5254434,-0.7590661,0.062208034,-0.55382764,0.5470694,-0.7026166
mobley_1743409, CCOC(=O)CCC(=O)OCC,-5.71,-0.15657271,-0.2740964,0.5315588,-1.1253483,0.8993598,0.47266233,-0.23967594,0.37094942,-0.4678498,-0.48436168,0.057121053,-0.7799524,0.24056774,1.1902689,0.6944005,-0.61865324,-1.625521,0.60099804,-0.48554304,-0.00050646067,0.34248617,0.28151625,0.56639045,0.37273008,0.047576908,-0.8071898,0.010166952,-1.2619597,1.1086719,-0.1694884,-1.0216767,0.41297495,-0.93934876,-0.47311723,1.1158448,-0.70768577,0.57172847,0.005681594,-1.1862817,0.598947,0.5329849,0.2765598,-0.3740969,-0.04796048,-0.7045858,-0.107638285,-0.48510394,0.26979238,0.5400342,0.8423376,-0.13633706,-0.35821518,0.82371724,-0.11446191,-0.76523024,-0.3981898,0.03540225,1.1053898,0.09129508,-0.22483864,-0.74949265,-0.51261896,1.3701117,0.2627703,-1.0379399,0.79063064,0.95181835,-0.3920371,-0.09533436,-0.47978666,-0.8391805,0.31738666,-0.81823826,0.2070896,-1.5881664,-0.12667409,-0.96218073,-0.29050127,-0.62235224,-0.9176866,-0.048380677,-0.22211584,-1.5316768,-0.7239243,1.0711027,-0.84172654,0.8969377,-0.2950787,-0.2771011,-0.77420974,0.62934333,-0.5263372,0.3900519,-1.2052548,0.1661459,0.0574171,-0.49253562,-0.5133196,0.56730413,-0.29923564,-0.37494597,-1.3476485,1.2412941,-0.21989205,0.05819293,-0.6490094,0.2640054,-0.36388364,-0.5453595,0.30487835,-0.20267819,0.7086774,-0.09566331,0.039581254,-0.10937353,-0.73786217,-0.12572296,0.5664994,0.49653795,-0.7590663,-0.09785645,0.13821134,-0.4088909,-0.53552955,-0.10823931,-0.47156507,0.5616615,-0.72844326
mobley_1755375, Cc1cccc(c1O)C,-5.26,-0.08233374,-0.29135618,0.7077572,-0.87623775,0.9426432,0.5387902,-0.16306244,0.417398,-0.34371728,-0.48804644,0.1847818,-1.0212294,0.10924809,1.3311783,0.71441257,-0.62439245,-1.6358789,0.78773767,-0.607195,0.0029485007,0.51627773,0.09460735,0.6136934,0.39156848,-0.16777216,-0.8043625,0.043748595,-1.3587612,1.0756431,-0.25790688,-1.0828899,0.12550087,-0.81492174,-0.6299251,0.98369116,-0.79914826,0.5577197,-0.1395367,-1.5148252,0.74133945,0.69469225,0.21992743,-0.65593547,0.12839176,-0.44416273,-0.01096949,-0.31004763,0.037665695,0.44080052,0.61516136,-0.03343333,-0.58541965,0.76504,-0.015389103,-0.6156537,-0.31408224,0.095159106,1.2731241,0.16428268,0.053797867,-0.5802264,-0.2342059,1.554921,0.13240513,-0.9284499,0.743652,0.7754998,-0.39694276,0.24424568,-0.43500417,-0.7734102,0.3864073,-0.61275184,0.35134572,-1.7178853,0.06313787,-0.991598,-0.5788593,-0.7839355,-0.7509332,-0.2441123,-0.19309816,-1.5967246,-0.620687,1.200034,-0.7735041,0.8277733,-0.35409397,-0.31954595,-0.7651107,0.868173,-0.44678748,0.41181287,-1.2381644,0.26774842,0.021804046,-0.26648265,-0.6399566,0.6285584,-0.4002803,-0.62608975,-1.5033176,1.1660068,-0.21163838,0.12687877,-0.8495457,0.72808385,-0.50233096,-0.4880195,0.37314215,-0.32002085,0.53833437,0.058098115,0.050462212,-0.22509149,-0.8239015,-0.057368286,0.8948838,0.5372138,-0.5414993,0.0993199,-0.27093333,-0.40742588,-0.6676146,-0.2699794,-0.19901533,0.33170763,-0.735204
mobley_1760914, Cc1ccccc1Cl,-1.14,-0.07532065,-0.31551185,0.8892774,-0.71454924,0.8231687,0.44215173,-0.03825723,0.402284,-0.22884145,-0.44055545,0.29241595,-1.1053016,-0.106191926,1.2938901,0.66217256,-0.5659601,-1.4463407,0.8495669,-0.45583108,0.09630394,0.5410834,-0.17553137,0.68115467,0.4719506,-0.34182137,-0.7678988,0.19507656,-1.3257942,0.9687512,-0.33778584,-1.094812,-0.24365346,-0.8014094,-0.72973233,0.7355767,-0.8048122,0.60741454,-0.28675777,-1.7141857,0.7051468,0.7329391,0.18155588,-0.79976904,0.1984933,-0.24574216,0.040185746,-0.08928943,-0.19888875,0.394461,0.4194027,0.11647626,-0.5528519,0.683048,-0.05046006,-0.37852138,-0.17482716,0.12878187,1.2677361,0.16292825,0.27167985,-0.5069125,-0.00728027,1.601047,0.026743503,-0.88091093,0.70311546,0.5502047,-0.37355426,0.45394185,-0.39525416,-0.63668305,0.351243,-0.39103183,0.34821695,-1.568645,0.27838892,-1.0632118,-0.7337456,-0.73596394,-0.72903746,-0.3586093,-0.11796662,-1.4539568,-0.5833417,1.1997712,-0.6482,0.64365846,-0.47771087,-0.32016975,-0.81401134,0.9139679,-0.27162287,0.42458877,-1.2240902,0.32673073,0.09357616,-0.22171657,-0.5322568,0.71658367,-0.47680804,-0.67834264,-1.5046036,0.9487793,-0.07543679,0.13761489,-0.78064793,1.0209689,-0.5954302,-0.4192971,0.3793801,-0.3954267,0.4444336,0.06047446,0.05645239,-0.3073107,-0.7876247,0.0042749722,1.0456983,0.5112075,-0.34089002,0.22667454,-0.48125225,-0.3707368,-0.64032036,-0.48436216,-0.016884755,0.1692481,-0.65602666
mobley_1770205, COP(=S)(OC)SCn1c(=O)c2ccccc2nn1,-10.03,0.1884088,-0.12396149,0.56373423,-0.8208767,0.61035776,0.39473146,-0.062108465,0.64456296,-0.3808267,-0.22721235,0.118294366,-0.7716002,0.17803743,0.918151,0.76300234,-0.61045754,-1.1492012,0.54659563,-0.3878094,-0.08616366,0.5869338,0.12649648,0.52624685,0.44960868,-0.16761439,-0.5832218,-0.14030555,-0.7980222,0.90595186,-0.13993639,-0.8074081,0.07973372,-0.6880605,-0.6363104,0.84256804,-0.36486053,0.22161098,-0.26915196,-0.9892835,0.55028373,0.5098107,0.1410477,-0.43945897,-0.05942119,-0.53423744,-0.10527174,-0.19501074,0.13652389,0.35374862,0.54581106,-0.014161245,-0.5182912,0.63853663,-0.14865379,-0.5759975,-0.42286694,-0.14666624,0.98502916,0.19448274,0.07495266,-0.45798275,-0.25600338,1.1639895,0.181689,-0.89651316,0.6134565,0.5174022,-0.0681087,0.22863024,-0.34548464,-0.76512295,0.19508557,-0.49618986,0.46988127,-1.2394994,-0.038171653,-0.76586354,-0.62800926,-0.56050295,-0.98665977,-0.2426057,-0.0027631924,-1.2295855,-0.57561135,0.60354495,-0.7807333,0.5207037,-0.41262287,-0.25057203,-0.5398648,0.56969845,-0.39654332,0.47123212,-1.0549366,0.079479076,0.08255681,-0.21882266,-0.30713102,0.4289582,-0.40247518,-0.35249105,-0.9797606,0.65199995,0.17636886,-0.036569938,-0.64983594,0.42864257,-0.3368978,-0.43542507,0.2596071,-0.09085775,0.52480906,0.12658927,-0.089831494,-0.21073113,-0.58282626,-0.06911535,0.6382219,0.47656512,-0.6654863,-0.0493497,0.15170527,-0.34142998,-0.25468305,-0.3683681,0.011658941,0.27566028,-0.53708214
mobley_1781152, CC(C)(C)C(=O)OC,-2.4,-0.066898964,-0.4700188,0.53981936,-1.1255294,0.9544345,0.62542665,-0.19661798,0.27648586,-0.37817237,-0.62635756,-0.005151272,-0.7893943,0.30892175,1.1340783,0.69424653,-0.6361698,-1.7683319,0.71874136,-0.4066797,0.07490331,0.31543106,0.39370704,0.47310513,0.22227797,-0.01019132,-0.7269074,0.111546576,-1.3266935,1.1569068,-0.13330041,-1.0044423,0.5172178,-0.9084051,-0.42575493,1.1759197,-0.74804956,0.7017861,-0.03068475,-1.3247874,0.6801816,0.5390097,0.28472328,-0.4804112,0.058101535,-0.7079816,-0.04355607,-0.6382686,0.23659237,0.43057084,0.82768,-0.16189222,-0.39569113,0.9654709,-0.042428415,-0.7688115,-0.3533225,0.064864315,1.2470767,0.10582622,-0.30189952,-0.72774804,-0.546153,1.3309262,0.19885011,-0.95951974,0.6934587,1.0332644,-0.44971457,-0.038538374,-0.5397521,-0.870649,0.34053785,-0.930302,0.2662043,-1.7075226,-0.050232045,-1.0855176,-0.30647293,-0.600922,-0.6778279,-0.04398448,-0.25095987,-1.5657597,-0.79206204,1.1508787,-0.7580398,1.0308714,-0.294702,-0.25690395,-0.786533,0.7250787,-0.6267169,0.38612852,-1.0693145,0.15588535,0.09435661,-0.41810417,-0.6109272,0.59597766,-0.260876,-0.46336207,-1.4788029,1.412948,-0.29350644,0.039135095,-0.71483654,0.4097467,-0.4428491,-0.5276735,0.36487404,-0.24848478,0.68736374,-0.1755269,0.013011029,-0.10259704,-0.8207735,-0.104604945,0.5101711,0.5067191,-0.66129696,-0.024264365,0.12567358,-0.5254434,-0.7590661,0.062208034,-0.55382764,0.5470694,-0.7026166
mobley_1792062, C(CBr)Br,-2.33,0.32734317,-0.75301,0.69180727,-1.4510746,0.9074254,0.5480078,0.00018123724,-0.065240815,0.09239171,-0.4835899,-0.16762725,-0.9885469,0.21303675,0.91080135,0.44983637,-0.40376493,-0.8844582,0.6103398,-0.4032038,0.0629072,-0.114463165,0.6386219,0.09620173,0.047178887,-0.3872546,-0.43215197,0.020027086,-1.3345222,0.70069665,-0.31767607,-0.661919,0.57044256,-0.51380926,-0.34213,0.8896838,-0.50652945,0.4999966,-0.6701404,-1.2537255,0.96493566,0.5218492,0.32521528,-0.5427165,0.4834755,-0.012648493,0.027162809,-1.0204133,0.14922848,-0.01920767,0.5080292,-0.295298,-0.7529769,0.64546764,0.2711956,-0.5184369,-0.49363726,0.23699623,1.0961819,0.08573858,-0.08417824,-0.6768607,-0.90060985,1.2569358,-0.35460663,-0.854354,0.27807966,0.6285187,-0.55411613,0.26546192,-0.42689246,-0.5977216,-0.04529753,-0.79638326,0.15172541,-1.1180732,0.013412721,-0.7775222,-0.3621785,-0.26769632,-0.3624248,-0.6078595,-0.34007135,-1.3838781,-0.42125374,0.9723672,-0.33104956,0.8305856,-0.49661005,-0.027274206,-0.6525435,0.7919878,-0.6207223,0.37253606,-0.6171365,0.25025126,0.50536925,0.17960441,-0.68746644,0.5319968,-0.085338935,-0.540031,-1.4048316,1.6010498,-0.53618234,-0.1480269,-0.92526865,0.5467999,-0.41506466,-0.38155246,0.45519382,-0.22977316,0.32774445,-0.60286963,-0.07818387,-0.06590822,-0.8963192,-0.117691055,0.052371487,-0.11385648,-0.2893159,-0.29876727,0.04886727,-0.5425942,-0.58581376,-0.16391426,-0.52010375,0.11411165,-0.6092981
mobley_1800170, CCS,-1.14,0.33324516,-0.7513406,0.4853109,-1.111987,0.9203187,0.9850343,-0.00023898648,0.25639483,-0.23301387,-0.94647664,-0.3070904,-0.76765466,0.5984653,0.58850706,0.72348475,-0.5975469,-1.8995461,0.8874568,-0.04988052,0.15129036,0.37023103,0.5774709,0.1404633,-0.19727142,-0.1056984,-0.54956,0.28410012,-1.142106,1.243669,0.14399944,-0.73006046,0.9094353,-0.988563,-0.24414915,1.215947,-0.732771,0.80374974,-0.22505511,-1.2861867,0.8211964,0.5919608,0.21666175,-0.6230819,0.1465527,-0.73241276,-0.05747823,-0.8854884,0.2765938,0.25336277,0.66392493,-0.30213463,-0.40484264,1.1893498,0.1026018,-0.56646633,-0.26290944,0.048598077,1.4794488,0.16985875,-0.36218813,-0.6308934,-0.7470839,1.0038377,-0.01677186,-0.65086716,0.43803093,1.0122436,-0.532831,0.17465962,-0.46890184,-0.9284059,0.3592168,-1.295662,0.58562446,-1.9305742,0.041424584,-1.1562419,-0.30415523,-0.43904674,-0.16368665,0.03898157,-0.36670008,-1.4032528,-0.78833133,1.0239193,-0.6565826,1.2608243,-0.35750934,-0.07753739,-0.68740284,0.8399093,-0.74844295,0.5302495,-0.6563008,0.0105132125,0.255086,-0.059218407,-0.63900876,0.5295015,-0.17671783,-0.5522019,-1.3300291,1.5923476,-0.30740818,-0.19686826,-0.73949534,0.6613133,-0.54168195,-0.47799364,0.6354255,-0.17129414,0.5412203,-0.3477612,-0.13525324,-0.15207097,-0.8402999,-0.084086776,0.2935821,0.58568007,-0.57633555,0.16469401,0.19954064,-0.7728484,-1.0816547,0.47830725,-0.95260566,0.43904623,-0.54504514
mobley_1803862, CCC(C)C,2.38,0.09343696,-0.8107977,0.5657237,-1.1094658,1.0527557,0.8946008,-0.11693712,0.11578094,-0.21454912,-0.8727587,-0.10471155,-0.82162404,0.4187844,1.0459317,0.6952954,-0.66691345,-2.0165844,0.935134,-0.27796295,0.20585813,0.27995515,0.5759088,0.3144985,-0.03730214,-0.124494135,-0.5875458,0.28950238,-1.445278,1.238354,-0.07637927,-0.97858965,0.67902994,-0.84658194,-0.35395846,1.2713747,-0.82403594,0.9263284,-0.10327536,-1.5864954,0.8303686,0.56008524,0.29515198,-0.6832431,0.25356105,-0.69674724,0.07388991,-0.8922803,0.1637771,0.23428544,0.7873349,-0.19942844,-0.47559547,1.2073522,0.08895971,-0.7651861,-0.27001268,0.119867355,1.5037279,0.13581538,-0.4171709,-0.67892426,-0.58598256,1.2751454,0.07946965,-0.8163745,0.5219168,1.1628643,-0.55002457,0.0822465,-0.64076203,-0.92087746,0.38520962,-1.1110622,0.37816742,-1.9229627,0.09476421,-1.3012637,-0.35311875,-0.57439446,-0.25105488,-0.049231526,-0.2990551,-1.629121,-0.90339607,1.2976516,-0.60847825,1.2585067,-0.29792887,-0.2246815,-0.8072978,0.9067436,-0.79550165,0.38075787,-0.8358168,0.14477786,0.15605226,-0.2742108,-0.7884619,0.6497121,-0.20102015,-0.63314813,-1.7164016,1.7055715,-0.42057902,0.010612782,-0.8421361,0.69290924,-0.58884287,-0.4932439,0.47336832,-0.3356081,0.63921607,-0.30386665,-0.032334834,-0.09845735,-0.9701622,-0.06350163,0.43411177,0.52704287,-0.47750434,0.116275296,0.077039845,-0.7273983,-1.1552649,0.3470565,-0.6785165,0.5066549,-0.6582888
mobley_1821184, Cc1c[nH]c2c1cccc2,-5.88,0.07232721,-0.27013388,0.78875226,-0.7137795,0.87859243,0.5156805,-0.106194735,0.50939226,-0.28495714,-0.37516496,0.29434812,-1.0800759,0.027362278,1.3507723,0.7573647,-0.6461613,-1.4563624,0.83772,-0.6390578,-0.009003746,0.6173446,-0.011178933,0.65722936,0.45011806,-0.31492573,-0.70328766,-0.008314741,-1.2576267,0.9980543,-0.3580246,-1.0841738,-0.14786637,-0.63828355,-0.7508766,0.84949744,-0.6799187,0.44949526,-0.28503257,-1.6032938,0.76405483,0.7204612,0.15702485,-0.7748628,0.1683263,-0.3388844,0.034880746,-0.18235764,-0.12554249,0.35540295,0.43403092,0.08680972,-0.7210994,0.70116705,-0.008595083,-0.5376938,-0.32482663,0.028495258,1.2806728,0.24704167,0.21394803,-0.43291643,0.011900312,1.5565978,0.0801489,-0.8625717,0.67482907,0.60465163,-0.23743093,0.4323489,-0.41796342,-0.73874795,0.36855045,-0.38975972,0.46947023,-1.6122566,0.16359793,-0.94225913,-0.8001994,-0.82843554,-0.756618,-0.421035,-0.07263921,-1.543158,-0.59158516,1.0853306,-0.71134025,0.64647055,-0.41467878,-0.33636734,-0.6708306,0.93675274,-0.41055638,0.42371234,-1.2271339,0.30140924,0.03111749,-0.12405418,-0.6117387,0.60664284,-0.4510983,-0.69820863,-1.4922633,0.93182033,-0.11129564,0.16535231,-0.9082493,0.91853726,-0.5264753,-0.3883445,0.34008798,-0.36093184,0.4263663,0.17766543,-0.013454221,-0.29183728,-0.8202738,0.008244735,1.0139374,0.5146584,-0.4282209,0.13565578,-0.38879773,-0.38777572,-0.6125457,-0.43929252,0.16158013,0.17898767,-0.6818341
