id,smiles,dG,dimenet_0,dimenet_1,dimenet_2,dimenet_3,dimenet_4,dimenet_5,dimenet_6,dimenet_7,dimenet_8,dimenet_9,dimenet_10,dimenet_11,dimenet_12,dimenet_13,dimenet_14,dimenet_15,dimenet_16,dimenet_17,dimenet_18,dimenet_19,dimenet_20,dimenet_21,dimenet_22,dimenet_23,dimenet_24,dimenet_25,dimenet_26,dimenet_27,dimenet_28,dimenet_29,dimenet_30,dimenet_31,dimenet_32,dimenet_33,dimenet_34,dimenet_35,dimenet_36,dimenet_37,dimenet_38,dimenet_39,dimenet_40,dimenet_41,dimenet_42,dimenet_43,dimenet_44,dimenet_45,dimenet_46,dimenet_47,dimenet_48,dimenet_49,dimenet_50,dimenet_51,dimenet_52,dimenet_53,dimenet_54,dimenet_55,dimenet_56,dimenet_57,dimenet_58,dimenet_59,dimenet_60,dimenet_61,dimenet_62,dimenet_63,dimenet_64,dimenet_65,dimenet_66,dimenet_67,dimenet_68,dimenet_69,dimenet_70,dimenet_71,dimenet_72,dimenet_73,dimenet_74,dimenet_75,dimenet_76,dimenet_77,dimenet_78,dimenet_79,dimenet_80,dimenet_81,dimenet_82,dimenet_83,dimenet_84,dimenet_85,dimenet_86,dimenet_87,dimenet_88,dimenet_89,dimenet_90,dimenet_91,dimenet_92,dimenet_93,dimenet_94,dimenet_95,dimenet_96,dimenet_97,dimenet_98,dimenet_99,dimenet_100,dimenet_101,dimenet_102,dimenet_103,dimenet_104,dimenet_105,dimenet_106,dimenet_107,dimenet_108,dimenet_109,dimenet_110,dimenet_111,dimenet_112,dimenet_113,dimenet_114,dimenet_115,dimenet_116,dimenet_117,dimenet_118,dimenet_119,dimenet_120,dimenet_121,dimenet_122,dimenet_123,dimenet_124,dimenet_125,dimenet_126,dimenet_127
mobley_3187514, Cc1ccccc1N,-5.53,0.43310204,0.09022282,-0.13843273,-0.05148179,0.10568336,-0.099517405,0.12505983,0.018274896,0.37373143,-0.1547705,0.15291497,0.37710643,0.33032283,-0.00017086286,-0.061883308,0.013916236,-0.030122228,-0.06451909,-0.20405494,-0.087072074,-0.09703449,-0.008227733,0.050551042,-0.015911916,-0.1181565,-0.059860427,-0.15394777,-0.11894836,-0.104587704,-0.15942065,-0.15822232,-0.0836298,0.23824815,-0.0696206,-0.090532556,0.120309606,-0.0812809,-0.11121047,0.14544526,-0.14186825,-0.15588109,-0.013660351,0.14731777,-0.0802481,-0.017662043,-0.05855981,-0.12632002,-0.16671605,0.009719325,-0.12053401,-0.18107705,-0.1710161,-0.17833284,-0.010246326,-0.023281256,-0.14809501,-0.10851368,-0.034472175,0.104197256,-0.11937022,-0.21128172,-0.059149876,-0.00085213257,0.08797609,0.09128485,-0.07499654,-0.04093144,0.09886862,-0.10586649,0.16424479,0.018977538,0.097658135,-0.031681158,-0.20497407,0.26804784,0.040560707,-0.15951803,-0.014704316,-0.025041351,-0.12280057,-0.058344398,-0.101787664,-0.14505333,-0.12504576,0.010931626,-0.14107196,0.03954255,-0.18181796,-0.077411816,-0.09948913,-0.02527751,-0.09217069,0.073684156,-0.0343686,0.09839271,-0.033310022,-0.123726435,-0.15207738,-0.00039319476,-0.07428427,0.059029754,-0.10361745,0.16949315,-0.0707112,-0.019728836,-0.04123954,0.084243305,0.114412166,-0.057437755,0.036230646,-0.038893703,-0.16908123,-0.038732428,-0.07142677,0.08417133,-0.032264568,-0.04514859,-0.076746255,-0.033190228,-0.14500764,-0.20125753,-0.08562907,0.034045927,-0.056487378,-0.10420877,-0.14682065,0.02034277,-0.14590634
mobley_3201701, Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,-9.41,0.2876327,0.10796925,-0.120695375,-0.020998131,0.12934613,-0.042154454,0.118880324,0.056440044,0.37222326,-0.11742419,0.16955182,0.2672611,0.26396886,0.05485689,-0.051353507,-0.007708127,0.078219526,-0.080118164,-0.15912707,-0.053840175,-0.09811751,-0.013461091,0.12698089,0.009259302,-0.07464349,0.014503343,-0.08761621,-0.030745748,-0.0024442726,-0.11675542,-0.13380408,-0.0039629764,0.15522403,-0.07748548,-0.071581036,0.08394948,-0.0355648,0.011190172,0.11333361,-0.12054111,-0.07657464,0.04610004,0.07559816,-0.05406911,0.004671389,-0.0427801,-0.09836185,-0.10005208,-0.007154119,-0.08245812,-0.17659566,-0.16394448,-0.14246933,-0.015109553,-0.07130728,-0.10017385,-0.10834311,-0.08486446,0.13196756,-0.07393816,-0.1010939,-0.031130861,0.03962996,0.08323885,0.04416452,0.026105091,-0.032869507,0.004679881,-0.06552295,0.14819853,0.054149404,0.09668443,-0.041884214,-0.14633171,0.26378962,-0.059753023,-0.15879956,-0.006843226,-0.023028135,0.0034049149,-0.033787433,-0.045387264,-0.12957542,-0.063974366,0.04743895,-0.10538839,0.07931767,-0.1134597,-0.04624732,-0.08293746,-0.054760676,-0.01941038,0.016220404,0.0072432193,0.08928506,-0.014378324,-0.086274825,-0.078779235,0.01192011,-0.057063665,0.072677076,-0.05833899,0.1160568,-0.07333181,-0.062254682,-0.07224151,0.08271123,0.082151674,0.010397331,0.051559824,0.007246964,-0.14665638,-0.055433955,-0.0493055,0.09126991,0.0003685189,-0.04461962,-0.09654562,0.0023139324,-0.10160501,-0.13520202,-0.031129727,0.043976407,-0.01461307,-0.06360193,-0.09699331,0.0030975048,-0.15100066
mobley_3210206, C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],-4.95,0.050989415,0.037393417,-0.0238307,-0.0428023,0.20723833,0.1590722,0.07865665,0.2947178,0.22911875,0.019293828,0.15802713,0.13708222,0.20988901,0.15951672,-0.06350803,-0.07291313,0.29594874,-0.1056693,0.0021646083,-0.028570632,-0.12460906,-0.027618274,0.22814107,-0.053019576,-0.02268935,0.15738268,-0.028294604,0.1418935,0.0327231,-0.09989011,-0.13017307,0.075529546,0.027263582,0.036090244,-0.095924415,0.07110451,0.08127329,0.11505441,0.15800947,-0.09937289,0.12910898,0.10308848,-0.070568204,-0.096674755,-0.03309756,0.00056299963,-0.05758827,0.08421176,0.0044525187,-0.036807235,-0.18619722,-0.026756307,-0.09702123,-0.07185147,-0.12165265,0.07831407,-0.1520581,-0.14125292,0.038272887,-0.01962476,0.10119197,0.07181452,0.22357637,0.10164199,-0.04914036,0.27473474,-0.10959305,-0.12772626,0.08451335,0.05220019,0.19447406,0.1740799,-0.09396731,0.17662895,0.23576708,-0.16321726,-0.15741225,-0.053551503,0.006703035,0.36362055,0.07803922,0.131538,-0.14269629,0.08312799,0.06788982,-0.049268436,0.11128115,0.19652204,0.08659884,-0.026386682,-0.030568775,0.3164222,-0.12355515,0.14349626,0.08962535,0.045550186,-0.0202472,0.27366215,-0.05561767,-0.08059437,-0.04791503,0.0007844418,0.0034000129,-0.12718058,-0.067420244,-0.13904971,-0.018866107,0.08846656,0.043188293,0.031298462,0.17463647,-0.10961344,-0.101178855,0.0035075108,0.15185186,0.077611,0.062720165,-0.09238327,0.05254023,-0.066837616,-0.010781149,0.22763345,0.05655243,0.09453177,-0.09140795,0.047219224,-0.09629323,-0.2110149
mobley_3211679, C1CCC=CC1,0.14,0.3079589,0.11206261,-0.14830321,-0.08371873,0.029596342,-0.13261692,0.18543959,0.011717383,0.44476706,-0.1444552,0.03968763,0.34864926,0.19741574,0.005308889,-0.037670266,0.0538244,-0.051004045,-0.09439526,-0.22807029,-0.017321939,-0.13788678,0.005813943,0.12938593,-0.07400863,-0.12685193,-0.13108775,-0.20497842,-0.1400838,-0.10600261,-0.19446346,-0.14146224,-0.14708905,0.13557102,-0.09322774,-0.036938448,0.18103425,-0.09835194,-0.19767192,0.045803227,-0.11817259,-0.20150307,-0.0831674,0.1285018,-0.06675315,-0.076841414,-0.027834574,-0.1402504,-0.20781784,-0.049612444,-0.09631968,-0.16051918,-0.1859322,-0.20414454,0.014094186,-0.07472301,-0.12908253,-0.06700982,-0.081968695,0.05109033,-0.1567835,-0.24507622,-0.10344254,-0.07925345,0.05258163,-0.006099765,-0.13815786,-0.0341926,0.04732501,-0.1349717,0.23101687,0.04211897,0.0042256494,0.040521704,-0.19899705,0.13953137,0.028564164,-0.15112442,0.07832293,-0.086551614,-0.13008761,-0.09236956,-0.12482326,-0.09470743,-0.1128974,-0.06753083,-0.16605318,0.047134213,-0.187786,-0.06758719,-0.14060017,-0.059341382,-0.14718136,0.085078396,-0.06732015,0.107948296,-0.0697859,-0.17509604,-0.19161005,-0.06792005,-0.1375799,-0.04742403,-0.14939134,0.12422965,-0.08882978,-0.06587391,-0.08045317,0.18062788,0.13370533,-0.07554545,0.108664624,-0.07178522,-0.16476656,-0.08105417,-0.11632495,0.023569055,-0.09887572,-0.08872243,-0.042775724,-0.101371415,-0.16644399,-0.23962773,-0.11112343,-0.022091504,-0.110257335,-0.1446838,-0.17497104,-0.04612512,-0.1730882
mobley_3234716, Cc1ccc(cc1)C,-0.8,0.46774584,0.09261187,-0.14337033,-0.045028236,0.0839874,-0.107617185,0.13527763,0.019012561,0.3959069,-0.15873927,0.13841742,0.40579653,0.34273502,-0.020240644,-0.070271455,0.041043855,-0.051016983,-0.07798516,-0.22038287,-0.09275294,-0.09156003,0.0051583936,0.023673233,-0.0131595805,-0.12006157,-0.09103941,-0.18344347,-0.13209811,-0.11298619,-0.1752093,-0.16671897,-0.14500895,0.25950384,-0.072021075,-0.09268397,0.16398574,-0.087054804,-0.1650137,0.17548032,-0.16108768,-0.17566994,-0.048382368,0.1808567,-0.081689686,-0.046187226,-0.04806037,-0.13935462,-0.1999178,0.00846712,-0.13471067,-0.17438543,-0.17187355,-0.19029991,-0.012722757,0.0011389866,-0.15600747,-0.08630792,-0.012080929,0.09453594,-0.14050694,-0.23442777,-0.06119128,-0.013796524,0.096711345,0.097627886,-0.11638656,-0.04272643,0.15386331,-0.0980796,0.17327282,0.035138287,0.11696789,-0.025660677,-0.19876234,0.2775303,0.08151808,-0.1570315,-0.004977854,-0.043922313,-0.14550896,-0.07755336,-0.13686146,-0.15655087,-0.13914865,0.019930353,-0.14421614,0.041208535,-0.18571469,-0.0747858,-0.09913234,-0.00497846,-0.1323114,0.09430243,-0.04734999,0.108096726,-0.033530615,-0.13573615,-0.17779405,-0.014122735,-0.07931599,0.044731747,-0.114769965,0.19354442,-0.07428719,-0.00033734448,-0.056055732,0.09559895,0.091202736,-0.0824425,0.02289719,-0.035807993,-0.18819247,-0.02965856,-0.078786284,0.07411996,-0.045638084,-0.04413381,-0.058195617,-0.053903252,-0.16369538,-0.23243353,-0.09842431,0.042596076,-0.068980016,-0.119965605,-0.13444431,0.037823565,-0.15418954
mobley_3259411, C(C(CO)O)O,-13.43,0.056173038,0.10504426,-0.11693256,-0.11052767,0.067405574,-0.03983936,0.18547605,0.19457261,0.41023,-0.09502743,0.006876859,0.18751843,0.0700562,0.10246746,-0.03194064,0.02681544,0.13218491,-0.13134187,-0.15317687,0.038226128,-0.15255085,0.013827526,0.24312115,-0.11101515,-0.061201844,-0.04309855,-0.13647607,-0.009675326,0.01943892,-0.16746552,-0.11882042,-0.0887656,-0.0016957959,-0.018960936,-0.033710856,0.16982208,-0.003709302,-0.108402185,0.012095374,-0.09968491,-0.03673051,-0.07531207,-0.010257303,-0.06908272,-0.10476693,0.017485345,-0.096862756,-0.118399374,-0.081954315,-0.05330519,-0.16194464,-0.08322983,-0.15175705,-0.017890003,-0.14004777,0.015010661,-0.077359214,-0.149009,0.032090627,-0.1374528,-0.0521932,-0.047081705,0.0019026442,0.080228224,-0.10498446,-0.009017269,-0.07101216,-0.114164345,-0.058606897,0.1751661,0.17341508,0.028508838,-0.008713913,0.02939264,0.080969445,-0.10416675,-0.14618012,0.06608156,-0.062890396,0.0020662833,-0.04724491,-0.051499348,-0.06706589,0.02741768,0.0023964797,-0.117871605,0.103921115,-0.035994947,0.045402672,-0.12695971,-0.0760527,0.06481571,-0.04145925,0.020218926,0.10532672,-0.0640844,-0.12604493,0.041996248,-0.086093135,-0.12538923,-0.10050167,-0.08892607,0.048945554,-0.11245925,-0.09431306,-0.15774696,0.13628137,0.1146702,-0.019963268,0.11826726,-0.016202552,-0.12222092,-0.123558335,-0.11129318,0.05110281,-0.075140364,-0.0534834,-0.04186925,-0.07839906,-0.15470333,-0.13912834,0.052624647,-0.04738349,-0.048259757,-0.15884952,-0.056493256,-0.14346163,-0.21885118
mobley_3264884, c1ccc2cc(ccc2c1)N,-7.47,0.5816605,0.06405742,-0.1498576,0.039459236,0.15201645,-0.0499731,0.095015086,-0.007326321,0.3223077,-0.16904503,0.24266899,0.4489163,0.52257204,-0.03292964,-0.08468732,0.0018386275,-0.06523905,-0.06797137,-0.20073469,-0.12771468,-0.04156273,-0.007296023,-0.022380043,0.09365337,-0.11928193,-0.018273352,-0.14944202,-0.13413663,-0.1287409,-0.12399789,-0.17908949,-0.08911425,0.34130096,-0.08338921,-0.12684083,0.11676172,-0.08097601,-0.0891428,0.28597644,-0.16996536,-0.13383108,0.03354857,0.20052548,-0.09603007,-0.02856335,-0.07987438,-0.1419688,-0.15586427,0.09405235,-0.15067516,-0.18617538,-0.16978176,-0.16466196,-0.035220675,0.04813574,-0.17220636,-0.13415955,0.0379647,0.11150032,-0.13796088,-0.20234084,-0.0069808536,0.084384814,0.13291416,0.1560246,-0.08915975,-0.05677359,0.24159089,-0.061903946,0.10256098,0.004956187,0.20087138,-0.07167972,-0.20261034,0.51321435,0.109145425,-0.15080409,-0.07091624,0.035865653,-0.1449278,-0.07734804,-0.12121554,-0.16594914,-0.15017894,0.096552774,-0.12546492,-0.0021334589,-0.1706743,-0.09910674,-0.04332962,0.039452106,-0.1155324,0.07555608,-0.014429873,0.09549062,0.056248598,-0.08471824,-0.14461432,0.06535943,-0.042524334,0.17674902,-0.056641012,0.2344063,-0.063727535,0.041480433,-0.03195543,0.024421971,0.06971045,-0.07240425,-0.014901037,0.04814128,-0.18943982,0.054124635,-0.007965426,0.11986856,0.03368423,0.016358133,-0.08459465,0.043967687,-0.16081706,-0.19252546,-0.07236801,0.16955142,-0.016152551,-0.046512466,-0.09968349,0.14802924,-0.123985566
mobley_3265457, COc1cc(c(c(c1O)OC)Cl)C=O,-7.78,0.36654136,0.059550535,-0.051281285,0.06823299,0.21029215,0.053989526,0.10260498,0.12988481,0.2798864,-0.08957911,0.21808122,0.37748942,0.47728688,0.049100753,-0.08386446,0.05440829,0.09990016,-0.06370423,-0.16686986,-0.102545924,-0.046173163,-0.012496674,0.024284728,0.089005604,-0.08758797,0.07128094,-0.114053905,-0.05195831,-0.032279488,-0.09806942,-0.11330478,-0.082190886,0.23722823,-0.04295468,-0.12106008,0.13681635,0.053185634,-0.035734724,0.29371247,-0.16936545,0.07065032,0.03411921,0.12314719,-0.075400695,-0.033971388,-0.025743093,-0.1178671,-0.058922637,0.07835775,-0.0986527,-0.16290362,-0.13954143,-0.10382416,-0.02434404,0.04701689,-0.07720848,-0.12283632,-0.0016083841,0.11076578,-0.03562356,-0.032197557,0.12546031,0.1882027,0.13146473,0.09073587,0.013753228,-0.10119345,0.11415575,0.0829084,0.11367351,0.121048495,0.25613543,-0.09962197,0.0063197254,0.60758924,-0.0007548951,-0.06269495,-0.07001494,0.021668794,0.021993026,-0.022339256,-0.032061104,-0.08800727,-0.018467188,0.19049549,-0.0323181,0.07313509,0.07052486,-0.0022909718,0.04252412,0.054138225,-0.0054377206,-0.008841437,0.04942467,0.21775277,0.11544061,0.0504257,0.04024472,0.03576065,0.0017881646,0.15921095,0.038594864,0.20844756,-0.08069511,0.09334204,-0.10280972,0.008499616,-0.0028457532,0.008081284,-0.02822678,0.1893508,-0.19418876,0.044726383,0.044229694,0.14618501,0.0777252,0.104746245,-0.04503684,0.06537247,-0.1150442,-0.13348372,0.03932986,0.18222848,0.036203887,-0.032798488,0.046237014,0.11563622,-0.16893388
mobley_3266352, CN(CC(F)(F)F)c1ccccc1,-1.92,0.33622184,0.2164294,-0.15049334,0.04321184,0.10944698,-0.010565652,0.08021141,0.020898368,0.27671173,-0.14903517,0.17035882,0.3313789,0.35870054,-0.026826933,-0.048824575,0.056656837,0.03882776,-0.06531273,-0.17181307,-0.057076763,-0.067998216,0.02605582,0.1353448,0.010132984,-0.13166308,-0.018101903,-0.09275495,-0.14392108,-0.07685497,-0.12002755,-0.16623601,0.01982338,0.20086893,-0.10258823,-0.041234896,0.10870408,-0.09004032,-0.08599206,0.199075,-0.11875119,-0.08923038,0.087043874,0.0978348,-0.04043119,0.06436908,-0.020108745,-0.14993294,-0.11217049,0.15361305,-0.038977195,-0.14441046,-0.077738464,-0.16719791,0.067931816,-0.01656198,-0.1559793,-0.05977865,0.02067458,0.06955064,-0.13250063,-0.16815957,0.05910737,0.09368693,0.17079498,0.050833594,-0.05112379,-0.025506912,0.12868941,-0.10409712,0.1206299,0.10349785,0.17704117,-0.030995023,-0.21397504,0.34936535,0.06650467,-0.12300847,0.03987992,-0.011529713,-0.08466764,-0.03931143,-0.10234582,-0.09879546,-0.13911477,0.07051743,-0.08124736,0.062422235,-0.13941164,-0.055591952,-0.070926435,-0.032876384,-0.100538924,0.07467971,0.06533969,0.08783788,0.07127152,-0.025130635,-0.1420537,0.08838995,-0.07354257,0.1001668,-0.038505077,0.14487393,0.071070746,0.041264944,-0.06505824,0.036905184,0.07695847,-0.06566757,0.08231981,0.09824103,-0.059922166,0.0522986,0.0025936863,0.042722102,0.0031585356,-0.059529997,-0.08384661,0.018446742,-0.12235973,-0.13669302,-0.009843996,0.18173301,-0.05493849,-0.09406223,-0.15142408,0.09198339,-0.11300058
mobley_3269565, CC(C)OC,-2.01,0.15360482,0.13003501,-0.14861932,-0.10110137,0.011139084,-0.1239371,0.20681849,0.087569185,0.47602898,-0.12815753,-0.023182156,0.25544938,0.065097615,0.06437281,-0.01664756,0.06277338,0.03944436,-0.12258363,-0.21577536,0.039278015,-0.16213433,0.008856098,0.23739868,-0.11202184,-0.10110979,-0.13060187,-0.19158095,-0.0969942,-0.027185088,-0.1993979,-0.12059771,-0.13120815,0.0416386,-0.086254045,-0.005868132,0.18755873,-0.07358449,-0.18807077,-0.022317115,-0.09158714,-0.16808149,-0.109088995,0.054242235,-0.047018826,-0.09920391,0.011887726,-0.12470012,-0.1913378,-0.105290264,-0.060941633,-0.15210286,-0.16601656,-0.19901851,0.025967976,-0.12026563,-0.06338706,-0.042054437,-0.13175145,0.04266212,-0.15397593,-0.1883478,-0.116958626,-0.096864246,0.03204361,-0.070674844,-0.11321584,-0.035842497,-0.06246249,-0.13853003,0.2618093,0.09597577,-0.03372224,0.04549562,-0.13402875,0.042199768,-0.052506056,-0.14306504,0.12662202,-0.10758359,-0.09602042,-0.09486352,-0.11027513,-0.06774123,-0.052956957,-0.07678533,-0.15840596,0.09885978,-0.15474436,-0.025161138,-0.1628025,-0.09904723,-0.0927855,0.039796792,-0.056690075,0.11712289,-0.09198854,-0.18171145,-0.13278748,-0.09701623,-0.14871815,-0.10779753,-0.15181302,0.06821084,-0.10135378,-0.10385669,-0.13108748,0.210226,0.12587996,-0.05413928,0.14336275,-0.08355567,-0.14757743,-0.12970527,-0.14121574,0.008849913,-0.12877144,-0.11472781,-0.032718167,-0.1190787,-0.16346121,-0.21127854,-0.07518323,-0.0731023,-0.11096564,-0.15999772,-0.15897843,-0.11234118,-0.20203525
mobley_3269819, c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl,-3.17,0.7712708,-0.006314924,0.13512713,0.4147723,0.48132542,0.00042906607,-0.015855663,-0.16556889,0.023576759,-0.07214072,0.23534365,0.91664964,1.0516787,0.048543736,-0.118709855,0.32399657,-0.14158292,0.017786445,-0.21564017,-0.19720103,0.021780225,-0.11249106,-0.15713643,0.22743297,-0.0965739,0.21191849,-0.14047499,-0.18226324,-0.10596359,-0.10590219,0.030939609,-0.05098815,0.43493235,-0.038338326,-0.17355432,0.046667155,0.32248107,-0.11077096,0.33981216,-0.16832055,0.31736195,0.036700554,0.37424287,-0.123639494,-0.11970169,-0.078114934,-0.07254016,0.046052232,0.26188314,-0.007841088,-0.16437155,-0.19758123,-0.13929202,0.16270024,0.37793818,-0.1877541,-0.15963513,0.2350877,0.37563804,0.167476,-0.14844818,0.48883837,0.37803537,0.030810941,0.069839835,-0.00027250618,-0.16634081,0.31612816,0.22055036,0.24687849,-0.017695786,0.412459,-0.18282197,-0.14200702,1.6218861,0.10892992,0.36589584,-0.12964664,0.01414364,-0.06602189,-0.097739585,-0.0008994676,0.1688909,-0.056387022,0.41272447,0.04518466,-0.1541,0.38122132,-0.15570424,0.37732163,0.14528266,-0.13381496,0.16316222,-0.04063722,0.7253389,0.30478817,0.30863425,-0.08649529,0.18394135,0.1714015,0.5489969,0.08573597,0.54405713,-0.0055655697,0.47253627,0.019154266,-0.015105638,-0.070362926,0.0072736293,-0.1291587,0.3971613,-0.21775828,0.25692546,0.22309183,0.31960505,0.15914376,0.44626388,0.052593064,0.093064636,-0.15684451,-0.22058663,-0.106082484,0.26262775,0.006702117,0.25226644,0.1157297,0.52545124,-0.01878665
mobley_3274817, CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-6.23,0.33764133,0.054243017,-0.09796611,0.02390356,0.18150267,0.062328275,0.099222854,0.14430173,0.2895085,-0.09351312,0.21634948,0.32459003,0.38946033,0.07124736,-0.08102996,-0.023676798,0.12211166,-0.078491695,-0.1305224,-0.080826186,-0.09033565,-0.02516668,0.089278914,0.033414774,-0.08901288,0.04733593,-0.11373856,-0.046057638,-0.07840474,-0.11577968,-0.15440498,-0.03440975,0.21242295,-0.054421693,-0.10499118,0.11351753,-0.008637678,-0.009761549,0.26301625,-0.1394869,-0.032076597,0.06695777,0.07503304,-0.103926465,-0.014212073,-0.048954755,-0.118094474,-0.053572487,0.055728994,-0.10389453,-0.17246476,-0.13471411,-0.13428715,-0.046816353,-0.0130858915,-0.07836838,-0.13671632,-0.04205021,0.05990037,-0.077814415,-0.08604664,0.025216712,0.16274759,0.1032461,0.09442967,0.08358953,-0.08306796,0.06963758,0.02422209,0.11077315,0.08608404,0.1981739,-0.055404976,-0.056188986,0.4469887,-0.018159298,-0.14162286,-0.05250451,0.029080695,0.06857199,-0.015886892,-0.019633241,-0.144119,-0.061621595,0.06347752,-0.08803916,0.091086544,-0.0023722057,-0.020134924,-0.033445746,0.008598844,0.02047286,-0.013815609,0.05460764,0.09851844,0.08993522,-0.06297527,0.039833587,-0.01444354,-0.07698729,0.047627635,-0.031111527,0.10607084,-0.103793964,0.01876564,-0.09038899,0.015797408,0.07255209,-0.02157008,0.010386546,0.13131566,-0.16197675,-0.027675675,0.0089634005,0.12481729,0.057967797,0.04128082,-0.07907603,0.073883854,-0.11042389,-0.09667864,0.05874053,0.1406846,0.018776564,-0.06304177,-0.035610247,0.042124987,-0.17334256
mobley_3318135, CCCCC(=O)CCCC,-2.64,0.25284654,0.12648296,-0.14540493,-0.07448002,0.029681435,-0.11840843,0.19757485,0.054466344,0.47236395,-0.13669987,0.03024677,0.31425896,0.14542462,0.03392149,-0.03738918,0.05553964,-0.013556586,-0.102304816,-0.22298262,0.0010335073,-0.15071101,0.0015953055,0.16828069,-0.081005394,-0.11391173,-0.12798221,-0.19951057,-0.116188176,-0.07595442,-0.19062805,-0.12908907,-0.14067647,0.10984482,-0.085963346,-0.031685483,0.18902203,-0.079523735,-0.18165775,0.03891211,-0.10565763,-0.18040347,-0.09285768,0.097784795,-0.059707176,-0.076160945,-0.027380088,-0.13671008,-0.1965557,-0.076140694,-0.082273014,-0.15664013,-0.178897,-0.19664565,0.022876928,-0.08834071,-0.108429275,-0.061185993,-0.09647467,0.051783085,-0.15210833,-0.2115148,-0.09954356,-0.069240816,0.04411149,-0.019043425,-0.11799618,-0.03719893,0.009086118,-0.11570873,0.2544351,0.063833766,0.010047207,0.04396465,-0.17495489,0.11103838,-0.003944943,-0.14435601,0.08074007,-0.09781547,-0.10646194,-0.08776431,-0.11393858,-0.08985161,-0.08814074,-0.05658483,-0.1498064,0.07158952,-0.16422164,-0.042954687,-0.13878557,-0.073389836,-0.118622534,0.06498882,-0.06516206,0.11067043,-0.07088346,-0.17310081,-0.15577748,-0.08790994,-0.13271162,-0.06281129,-0.13911423,0.097478755,-0.09664385,-0.07978882,-0.10433025,0.18501875,0.13852702,-0.06386648,0.12038247,-0.07086418,-0.15592775,-0.10325484,-0.12247072,0.012915941,-0.09879123,-0.09486996,-0.042654663,-0.10723202,-0.16113642,-0.22218512,-0.09622221,-0.03747508,-0.10929836,-0.1437901,-0.15899444,-0.06399326,-0.1893178
mobley_3323117, C1CC[S+2](C1)([O-])[O-],-8.61,0.18816079,0.18220606,-0.12710027,-0.064540066,0.05154602,-0.065185435,0.16952708,0.110265225,0.35697433,-0.067353636,0.09981446,0.24140696,0.13474768,0.13705696,-0.027014395,0.025557129,0.045766212,-0.03708745,-0.16665266,-0.003068237,-0.14393075,0.037438538,0.2591276,-0.066081494,-0.08380055,-0.023829894,-0.10851486,-0.004769939,0.041339386,-0.10891058,-0.05459761,-0.06073458,0.10538051,-0.030851102,-0.04526739,0.20535272,-0.020659683,-0.1122378,0.12531488,-0.10619319,-0.09592711,-0.044537712,0.1305378,-0.05024962,-0.06752205,0.088928424,-0.12093135,-0.10334726,0.06573903,-0.071600474,-0.16212942,-0.122449376,-0.11531369,-0.03126416,-0.10493036,0.038320817,-0.070503704,-0.06502094,0.043000095,-0.14054337,-0.11099445,-0.051094785,0.012956333,0.078589134,-0.049396772,-0.038904745,-0.06470753,-0.06276773,-0.0060010552,0.15605615,0.17571668,0.05125266,0.035541512,0.036253415,0.15190546,-0.054552276,-0.14801092,0.01806413,-0.030362824,-0.030015068,-0.060538962,-0.078040764,-0.09684846,-0.019607523,0.035492446,-0.11290527,0.09091469,-0.058667142,0.018934174,-0.124382414,0.007902477,0.080889024,0.106494375,0.028827477,0.14130123,-0.054643553,-0.12936196,-0.03405346,-0.081001736,-0.10562112,0.0069743413,-0.0944155,0.10203637,-0.10890182,-0.04605243,-0.1125927,0.097587906,0.10201695,0.07552462,0.05529425,-0.0029024284,-0.120118506,-0.078693844,-0.04431652,0.06139456,-0.034478437,-0.041297786,-0.051015563,-0.086972564,-0.13060778,-0.12889963,-0.017644394,0.010259684,-0.0003289004,-0.101778075,-0.10393917,-0.083596475,-0.20820802
