id,smiles,dG,dimenetpp_0,dimenetpp_1,dimenetpp_2,dimenetpp_3,dimenetpp_4,dimenetpp_5,dimenetpp_6,dimenetpp_7,dimenetpp_8,dimenetpp_9,dimenetpp_10,dimenetpp_11,dimenetpp_12,dimenetpp_13,dimenetpp_14,dimenetpp_15,dimenetpp_16,dimenetpp_17,dimenetpp_18,dimenetpp_19,dimenetpp_20,dimenetpp_21,dimenetpp_22,dimenetpp_23,dimenetpp_24,dimenetpp_25,dimenetpp_26,dimenetpp_27,dimenetpp_28,dimenetpp_29,dimenetpp_30,dimenetpp_31,dimenetpp_32,dimenetpp_33,dimenetpp_34,dimenetpp_35,dimenetpp_36,dimenetpp_37,dimenetpp_38,dimenetpp_39,dimenetpp_40,dimenetpp_41,dimenetpp_42,dimenetpp_43,dimenetpp_44,dimenetpp_45,dimenetpp_46,dimenetpp_47,dimenetpp_48,dimenetpp_49,dimenetpp_50,dimenetpp_51,dimenetpp_52,dimenetpp_53,dimenetpp_54,dimenetpp_55,dimenetpp_56,dimenetpp_57,dimenetpp_58,dimenetpp_59,dimenetpp_60,dimenetpp_61,dimenetpp_62,dimenetpp_63,dimenetpp_64,dimenetpp_65,dimenetpp_66,dimenetpp_67,dimenetpp_68,dimenetpp_69,dimenetpp_70,dimenetpp_71,dimenetpp_72,dimenetpp_73,dimenetpp_74,dimenetpp_75,dimenetpp_76,dimenetpp_77,dimenetpp_78,dimenetpp_79,dimenetpp_80,dimenetpp_81,dimenetpp_82,dimenetpp_83,dimenetpp_84,dimenetpp_85,dimenetpp_86,dimenetpp_87,dimenetpp_88,dimenetpp_89,dimenetpp_90,dimenetpp_91,dimenetpp_92,dimenetpp_93,dimenetpp_94,dimenetpp_95,dimenetpp_96,dimenetpp_97,dimenetpp_98,dimenetpp_99,dimenetpp_100,dimenetpp_101,dimenetpp_102,dimenetpp_103,dimenetpp_104,dimenetpp_105,dimenetpp_106,dimenetpp_107,dimenetpp_108,dimenetpp_109,dimenetpp_110,dimenetpp_111,dimenetpp_112,dimenetpp_113,dimenetpp_114,dimenetpp_115,dimenetpp_116,dimenetpp_117,dimenetpp_118,dimenetpp_119,dimenetpp_120,dimenetpp_121,dimenetpp_122,dimenetpp_123,dimenetpp_124,dimenetpp_125,dimenetpp_126,dimenetpp_127
mobley_2078467, C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-7.0,-0.092217974,-0.08706186,-0.072216235,-0.013764277,-0.027049022,0.02930958,0.025962967,-0.055546034,-0.12709825,0.16268353,-0.11958912,0.121069305,0.031114517,0.13670065,-0.028346542,-0.057263084,-0.16098909,0.0031840291,-0.09170857,-0.1784222,-0.1923549,-0.11508639,-0.16324192,-0.023334835,-0.045597523,-0.036069665,-0.071270354,-0.1310258,-0.04177659,-0.0667352,0.11079437,-0.22926538,-0.21373966,-0.12988235,0.28791735,0.024145566,0.047882877,-0.009442957,-0.0094157355,0.045928042,-0.10515946,-0.03319124,-0.06857147,-0.19600864,0.039483123,-0.090137124,-0.22733308,-0.071821354,-0.09087113,0.34807974,0.19414449,-0.1545685,-0.077780396,0.11528046,0.09162028,-0.013933762,-0.15444547,0.024595592,0.03909843,-0.149722,-0.046670485,-0.055150457,0.04447484,-0.11037351,-0.037078388,-0.041719913,-0.060458772,-0.03970407,-0.034036417,0.007206864,-0.02200244,0.13657133,0.03456863,-0.1066913,-0.06766634,-0.17204048,-0.004757448,0.28948674,-0.11529333,-0.19264512,0.1056825,0.032123964,-0.18328153,-0.08908227,-0.13556534,-0.14254427,-0.010784895,-0.22396728,0.16740143,-0.2012528,-0.09620017,-0.15045446,0.002129524,-0.114128254,-0.02142774,-0.15575781,0.14824444,-0.08053533,0.042230822,0.39022174,-0.19211486,0.06648242,0.06160417,0.05687837,-0.011666782,0.06155826,0.028320996,-0.042869326,-0.20149757,0.0039398205,0.15170616,-0.088554114,0.09218371,0.031438902,0.11719434,-0.009704931,0.0070297346,-0.16183738,-0.00335675,0.20754871,-0.08180056,0.04383355,-0.03208111,-0.107730076,-0.08809989,-0.21302211,-0.091005124,0.11596335
mobley_2099370, C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,-10.78,-0.059566565,-0.06562628,-0.06410951,-0.06384188,-0.056356836,0.0034141925,-0.03521763,-0.081128664,-0.07699908,0.07254047,-0.15443145,0.24996087,-0.06498288,0.05722455,0.040244732,-0.06687546,-0.17751029,0.08680482,-0.03952509,-0.1432107,-0.19185756,-0.09697186,-0.16714095,0.015291489,-0.079974934,0.036652997,-0.018056486,-0.1446984,0.0138833355,-0.10798425,0.12649696,-0.23569913,-0.21084519,-0.13089454,0.48069906,0.12272153,0.049313094,0.0773713,0.08730738,0.043671466,-0.12934363,-0.09800283,-0.009858365,-0.19490859,0.1500609,-0.043743547,-0.20894156,-0.02855529,-0.12372163,0.57583404,0.22386298,-0.16399401,-0.11724071,0.24733482,0.22693995,-0.057200264,-0.17913778,0.13386922,-0.05091854,-0.13824332,-0.050336182,-0.014445762,0.14952053,-0.08526409,0.01806213,0.03902749,-0.032925904,-0.031438615,0.04873619,0.06389996,-0.049334705,0.23466584,0.04323928,-0.10578696,-0.022502368,-0.15896682,-0.01316344,0.15485503,-0.093970634,-0.16516316,0.23038432,-0.055319957,-0.18851484,-0.07670107,-0.154077,-0.12106662,0.07096544,-0.21292055,0.29947886,-0.17740777,-0.12614574,-0.15184286,0.09781205,-0.07312826,-0.038286265,-0.13196057,0.3121464,-0.120078705,-0.034544952,0.6571949,-0.15660048,0.005094506,0.18279117,0.028668601,-0.007143211,0.041046187,0.1262958,-0.111046,-0.16528535,-0.052961983,0.3078403,-0.089271985,0.22242546,0.04117412,0.007180662,0.08054749,-0.065873906,-0.1322632,-0.030292619,0.37997916,-0.1369228,-0.03866812,0.0319811,-0.09667242,-0.05651521,-0.18651503,-0.08113531,0.23866779
mobley_210639, CC(C)I,-0.46,-0.08787059,-0.122035265,-0.054271936,0.086852305,-0.02054548,0.071767524,0.0823412,-0.021122258,-0.13533168,0.27588618,-0.025373787,0.04612389,0.18918718,0.3762742,-4.3294647e-05,-0.07735342,-0.12663238,-0.07027033,-0.05667044,-0.22381681,-0.18923916,-0.13876548,-0.12280939,-0.04126717,-0.006456776,-0.105397865,-0.06192752,-0.11709988,-0.12623431,-0.02214384,0.01287528,-0.18772615,-0.20491634,-0.1298681,0.05918473,-0.09741601,0.11257072,-0.07091479,-0.12089749,-0.0009829585,-0.026165353,0.099734806,-0.08049693,-0.100844055,-0.112344675,-0.13754195,-0.23184219,-0.095371835,0.055180766,0.042868875,0.13338065,-0.15300831,0.038435295,0.00037806414,-0.06653773,0.053062204,-0.106135614,-0.064717166,0.14862853,-0.08181742,0.002903521,-0.063605934,0.024783812,-0.11435213,-0.07571629,-0.119818024,-0.05636821,-0.03735748,-0.120352395,-0.03945051,0.009611837,-0.017048704,0.052792203,-0.073129356,-0.07579387,-0.19071312,-0.018970378,0.36407936,-0.059505638,-0.24631943,-0.044899784,0.17124969,-0.15688771,-0.08491748,-0.11465619,-0.15818416,0.027822636,-0.22645842,-0.050215438,-0.17500931,-0.044524584,-0.084424764,0.040593933,-0.17769969,-0.010989384,-0.20348968,-0.012245995,0.0342878,0.12897947,0.13605665,-0.25716498,0.18668483,-0.061748635,0.118851945,-0.0019171007,0.060632583,-0.08402098,0.03869647,-0.2276778,0.07958563,0.0011243508,-0.12156275,-0.10325515,-0.025458116,0.27851874,-0.069629796,0.15223947,-0.20070991,0.13976978,-0.013657882,-0.004523188,0.13106297,-0.14228193,-0.071306236,-0.12000138,-0.23584126,-0.0976788,-0.06556549
mobley_2123854, c1cc(ccc1C#N)O,-10.17,-0.071815886,-0.06717483,-0.06156748,-0.08769303,-0.060629845,0.024182409,-0.0664794,-0.074318096,-0.06253956,0.027727103,-0.16141625,0.31927562,-0.10183706,0.0020280054,0.05265758,-0.03678798,-0.1917404,0.16852164,0.0060048974,-0.12278255,-0.18913189,-0.0967291,-0.16281094,0.07601956,-0.09675419,0.1252322,-0.0008662886,-0.14812079,0.020210868,-0.11334344,0.122752964,-0.23162277,-0.21325256,-0.10814859,0.5891839,0.17090225,0.039631177,0.10012909,0.12381132,0.055611406,-0.135267,-0.1165862,0.017471442,-0.19828251,0.14629257,-0.026824018,-0.2063102,-0.017679075,-0.13535574,0.61306065,0.20863378,-0.18084027,-0.14206071,0.28823298,0.31409183,-0.059205152,-0.19275042,0.15859199,-0.081945755,-0.13781925,-0.055077042,0.037363093,0.15832996,-0.05104288,0.07119698,0.0636866,0.019238016,-0.038640082,0.06975224,0.04106291,-0.06671668,0.2385198,0.08787982,-0.11694056,0.0027033943,-0.16336584,-0.02354637,0.08256551,-0.04306247,-0.1751852,0.27816293,-0.08630631,-0.17292312,-0.06356995,-0.1704808,-0.10548223,0.06638181,-0.19896495,0.34935695,-0.17905045,-0.13773374,-0.13475962,0.1377665,-0.08202801,-0.02608062,-0.102088764,0.4453521,-0.13813967,-0.069439545,0.7450271,-0.12102298,-0.021939043,0.24859361,0.026349934,0.017546827,0.065943144,0.13164532,-0.13078375,-0.16009568,-0.09424098,0.35469323,-0.072849385,0.31651208,0.033311646,-0.018589752,0.10726939,-0.079359345,-0.13261446,-0.05578178,0.46850505,-0.15454175,-0.07137102,0.054601323,-0.107558444,-0.05062857,-0.14410701,-0.080580175,0.2478993
mobley_2126135, CCc1ccccc1O,-5.66,-0.088180475,-0.071793534,-0.07630229,-0.034269884,-0.027457014,0.019328883,0.009482123,-0.062404852,-0.11628983,0.13777156,-0.12831935,0.13157915,-0.0016277793,0.12350033,-0.02430263,-0.058924813,-0.17232755,0.009710407,-0.10035386,-0.1796908,-0.1903813,-0.10694992,-0.15831615,-0.0050635925,-0.05610894,-0.052206267,-0.05504036,-0.14236584,-0.027694354,-0.082265735,0.11502955,-0.23131375,-0.2172718,-0.12940077,0.2911622,0.044928808,0.04690146,-0.0032658358,-0.005145286,0.042658243,-0.10756161,-0.058760516,-0.04948025,-0.19673216,0.047763955,-0.10854824,-0.226116,-0.06772736,-0.10029441,0.37062082,0.20242825,-0.16211033,-0.09673738,0.13912687,0.08219564,-0.031428155,-0.15840127,0.029800924,0.009506498,-0.13552287,-0.024983933,-0.05211871,0.07018749,-0.10491351,-0.037045985,-0.031066518,-0.037507102,-0.042805683,-0.036858547,0.015913665,-0.027221322,0.1585925,0.032968152,-0.099183895,-0.07855886,-0.1818747,0.012539317,0.25750765,-0.10225886,-0.2023056,0.123202816,-9.1024136e-05,-0.18305887,-0.07270107,-0.13589959,-0.1392302,-0.008266837,-0.21949732,0.18545592,-0.19023263,-0.11247626,-0.14726815,0.0017273254,-0.10505205,-0.02818833,-0.14740284,0.14644729,-0.088773765,0.027454082,0.39001516,-0.19930007,0.04967433,0.06637003,0.049573515,-0.009477234,0.03946419,0.032634664,-0.0657626,-0.19000094,-0.02563536,0.14970046,-0.07645949,0.09051968,0.03852088,0.08287133,0.00029132672,-0.019805714,-0.15000427,-0.0158736,0.22447905,-0.096555494,0.016082576,-0.017143978,-0.09338557,-0.08805674,-0.20375764,-0.083548754,0.13087925
mobley_2143011, CC(C)C=C,1.83,-0.1492445,-0.10657469,-0.09119989,0.025292175,0.0024280548,0.04309485,0.09726701,-0.019979274,-0.1697382,0.28772512,-0.0725475,0.00038530727,0.15070724,0.21704698,-0.09985799,-0.06193976,-0.15158996,-0.069947705,-0.14238502,-0.2331608,-0.1980796,-0.1476605,-0.16702212,-0.05729552,-0.017886465,-0.12384523,-0.12837519,-0.1243538,-0.11690714,-0.029339535,0.076008186,-0.2173026,-0.22498056,-0.13114554,0.082102224,-0.07143049,0.044540763,-0.10362534,-0.11580701,0.04549304,-0.07563382,0.053516064,-0.106445335,-0.19631958,-0.07011883,-0.15347235,-0.2578413,-0.11221144,-0.044056155,0.13142356,0.16175605,-0.14798841,-0.040312957,0.014061992,-0.05944611,0.033326678,-0.12994108,-0.10481182,0.15393922,-0.17095518,-0.033336576,-0.0737011,-0.05568964,-0.1500887,-0.08492974,-0.117926255,-0.07994361,-0.057799313,-0.11303972,-0.07521867,0.006819404,0.060231682,0.019041486,-0.11535322,-0.11711762,-0.19775058,0.013338028,0.4236438,-0.12338061,-0.24814963,-0.028567815,0.1285426,-0.17574826,-0.09833929,-0.11907558,-0.15914002,-0.09353993,-0.23044854,0.026803413,-0.22926427,-0.07668576,-0.1382939,-0.078909054,-0.16213317,-0.0035702907,-0.18314838,-0.02424134,-0.033871487,0.12810585,0.12221706,-0.2588035,0.10888631,-0.04221027,0.082150064,-0.02604828,0.05367339,-0.07618292,0.040372644,-0.24250653,0.051690124,0.003452014,-0.099548265,-0.0500813,0.013602177,0.2465786,-0.10225651,0.080131136,-0.2015532,0.013435353,0.035630442,-0.008906799,0.13566014,-0.109056264,-0.13234083,-0.11837313,-0.24033764,-0.10465692,-0.021714406
mobley_2146331, C=O,-2.75,-0.07288883,-0.024289802,-0.034325838,-0.065878525,0.09479049,0.28551033,-0.055083387,-0.06943515,-0.10549456,0.15331277,-0.09562167,-0.040397782,0.04037781,0.0974611,-0.15062828,0.013538603,-0.067570195,-0.18932676,-0.18218854,-0.06363229,0.03448662,0.014109403,-0.060425643,-0.04902921,-0.008369438,0.0369354,-0.108700335,-0.04949871,-0.020464826,-0.003924384,-0.11878137,-0.20673501,-0.114623316,-0.08960116,0.057161454,-0.039862618,-0.05547241,-0.11540097,-0.023761213,-0.0059014037,-0.030548101,0.009630323,-0.12788448,-0.18686996,-0.0971984,-0.18111601,-0.08493868,-0.16103715,-0.0112518985,-0.041193057,-0.09376074,-0.1751387,0.029599309,-0.06467807,-0.092965856,0.10117878,-0.1518015,0.069975376,-0.03210603,-0.014139041,-0.0880311,-0.0075046755,0.039149784,0.06536597,-0.15310408,-0.14535026,-0.06434211,0.035076134,-0.118784726,-0.07388874,-0.046273775,-0.1254996,-0.12908477,-0.17650935,-0.14499271,-0.057653952,-0.0647354,0.024413675,-0.08228501,0.065185845,-0.0071565825,-0.034199435,-0.16893154,-0.17046177,-0.13482657,-0.105477035,-0.2185022,-0.2295169,0.045178864,-0.084580116,-0.034322098,-0.029779382,-0.060422573,-0.06268081,0.073142625,-0.14896527,0.08519079,-0.076092094,0.064555556,-0.06629497,0.028407153,0.07624548,-0.15784295,0.077001855,0.1704664,0.27260572,-0.25003433,-0.005109474,-0.00028192624,0.18031201,0.10956836,-0.08208162,-0.018841587,-0.032917902,0.02579856,-0.09714647,0.042472035,-0.07314391,0.04478984,-0.04203468,-0.04086265,0.024966706,-0.09311467,-0.059699964,-0.18850572,-0.10918151,-0.18971923,-0.018823603
mobley_2178600, CCCCCCl,-0.1,-0.14944541,-0.11301086,-0.0533342,0.06302218,0.015989594,0.037119515,0.0701888,0.07287418,-0.16878924,0.2729894,-0.04373813,-0.031072171,0.13401811,0.20547923,-0.09605274,-0.06967557,-0.120486654,-0.06140837,-0.13523802,-0.19010049,-0.14520144,-0.14535783,-0.16040333,-0.0777564,0.0013620739,-0.12272946,-0.13554056,-0.08771995,-0.077884324,-0.012517358,0.1056601,-0.18320155,-0.16020194,-0.1303998,0.08947787,-0.09771854,0.09086504,-0.12493049,-0.101754025,0.088829316,-0.08685239,0.069696605,-0.10021611,-0.20104739,-0.0698219,-0.13467772,-0.2519361,-0.083752334,-0.0023211136,0.139845,0.15468252,-0.14961177,-0.015973333,0.037164975,-0.05121477,0.06207253,-0.120264515,-0.108156495,0.14025407,-0.15864173,-0.040319014,-0.06301101,-0.073915966,-0.15592209,-0.07422799,-0.07595406,-0.056484547,-0.017483221,-0.109318785,-0.082546055,0.044948943,0.019768648,-0.017322319,-0.11501034,-0.091293514,-0.20147449,0.03678782,0.4299562,-0.1374424,-0.21139145,-0.010381546,0.1261617,-0.18205619,-0.058437638,-0.032218736,-0.14770019,-0.09829643,-0.2339101,-0.007959571,-0.21562693,-0.027974589,-0.109165244,-0.0736462,-0.16257937,0.014597878,-0.17114076,-0.02209274,-0.029091313,0.09636803,0.13146973,-0.22431181,0.13122441,-0.05742584,0.074190676,-0.030399533,0.041237082,-0.033846606,0.052953053,-0.21804583,0.050145335,-0.008621067,-0.10457039,-0.05794545,0.010462674,0.26401907,-0.101827554,0.08573949,-0.18452108,0.09154943,0.013395248,0.003552841,0.13747959,-0.1183001,-0.12512481,-0.09222342,-0.24021757,-0.07894852,-0.05265013
mobley_2183616, CC[C@H](C)c1ccccc1,-0.45,-0.1309037,-0.08754041,-0.09316879,-0.019795751,-0.02907185,-0.0048775184,0.059435245,-0.04283124,-0.13531257,0.19541126,-0.10882836,0.10999597,0.05929616,0.16475198,-0.03658228,-0.07435109,-0.17688243,0.0024956663,-0.09196755,-0.2274731,-0.21853131,-0.14282508,-0.17648514,-0.022063335,-0.048954498,-0.10277355,-0.081296615,-0.14468111,-0.07209862,-0.081080966,0.14362665,-0.22933376,-0.23135865,-0.14885207,0.25162378,0.014636933,0.06192915,-0.028320476,-0.043568045,0.04759256,-0.10107899,-0.014324508,-0.06496268,-0.19490875,0.023977092,-0.11391396,-0.25556204,-0.07854974,-0.085773945,0.34870645,0.22475995,-0.15751721,-0.08579237,0.12445679,0.058953986,-0.02028386,-0.14833792,-0.027793966,0.073552154,-0.16861494,-0.024683619,-0.04956955,0.026320586,-0.14647956,-0.038020696,-0.039476488,-0.06633996,-0.054708946,-0.057890687,-0.008193021,-0.015465834,0.16233419,0.05508001,-0.09805432,-0.083597474,-0.19881201,0.015577096,0.34815755,-0.111950785,-0.24259192,0.08762827,0.05435058,-0.18408467,-0.08980787,-0.13124277,-0.1477151,-0.0014365657,-0.22302918,0.13579006,-0.22793378,-0.10788246,-0.1490695,-0.025292331,-0.14241111,-0.033419177,-0.16486938,0.079280354,-0.06670947,0.06662833,0.35863113,-0.255931,0.06213513,0.065508805,0.05776089,-0.03567818,0.0073714466,0.04633491,-0.031054756,-0.23993146,-0.012863475,0.11334128,-0.088219225,0.06374516,0.04048876,0.1621183,-0.02711913,0.0114073455,-0.18358552,-0.015603784,0.17801316,-0.06595675,0.06475975,-0.042821746,-0.12169195,-0.08961087,-0.23436506,-0.08142104,0.09278509
mobley_2197088, CCCCCCCCCC,3.16,-0.15586615,-0.114897504,-0.09001324,0.052449044,0.0003710317,0.043953925,0.11306857,-0.017364556,-0.18034998,0.29855117,-0.06579502,-0.013980771,0.17085378,0.22765777,-0.107404344,-0.05342521,-0.14230838,-0.06939711,-0.13788967,-0.23633471,-0.19982886,-0.15172957,-0.16607551,-0.065258235,-0.010276973,-0.122162305,-0.13114549,-0.117683575,-0.12790594,-0.008607479,0.074210666,-0.21852328,-0.22903001,-0.12631065,0.063115925,-0.079461396,0.045603078,-0.11310617,-0.13012837,0.055899475,-0.07388626,0.06554684,-0.11582165,-0.19851412,-0.07960479,-0.14145957,-0.2583703,-0.12476325,-0.04553267,0.115644686,0.15209867,-0.14834607,-0.033434562,0.0009107492,-0.06431045,0.04844697,-0.12551454,-0.11648336,0.17673089,-0.17653935,-0.04139677,-0.077060565,-0.068665445,-0.1529642,-0.08110489,-0.13011493,-0.08847024,-0.05635649,-0.11218994,-0.084008574,0.01579232,0.04246619,0.01600111,-0.12329152,-0.11171895,-0.19640328,0.0003318619,0.46494424,-0.13490364,-0.2500382,-0.047038034,0.16620082,-0.17772773,-0.1087662,-0.10896712,-0.16080837,-0.09510452,-0.23421463,0.010379324,-0.23095244,-0.06658552,-0.1450904,-0.092209235,-0.16976789,-0.0036823985,-0.18755607,-0.03195627,-0.030357238,0.13100252,0.12049417,-0.260278,0.12320279,-0.049881537,0.09175321,-0.035663716,0.07310075,-0.07241765,0.051774886,-0.2449702,0.06327929,-0.007288341,-0.1076376,-0.06153515,0.005843562,0.26479918,-0.11528807,0.09766656,-0.20629364,0.025621757,0.014728168,0.0023927258,0.16164441,-0.1177243,-0.14312953,-0.11355372,-0.24441995,-0.10765322,-0.03744711
mobley_2198613, CCCl,-0.63,-0.14714271,-0.110101864,-0.021358673,0.08825058,0.06350435,0.06352027,0.020012867,0.17634739,-0.1604255,0.28557286,0.0052688774,-0.07678433,0.11985147,0.19182593,-0.11477888,-0.09022182,-0.07371343,-0.06557339,-0.14654376,-0.13760667,-0.03789746,-0.13592508,-0.14878505,-0.10400471,0.040925346,-0.12437986,-0.15051813,-0.046273574,-0.043771226,-0.0028054721,0.07678811,-0.11867778,-0.07462485,-0.12584528,0.040301803,-0.14721194,0.102580994,-0.18097177,-0.0861708,0.12117492,-0.07540244,0.10866054,-0.06893179,-0.20522952,-0.0920338,-0.13237059,-0.23940443,-0.06536038,0.09829016,0.10746355,0.110606104,-0.14284024,0.056567032,0.078110754,-0.08244399,0.11514337,-0.1109916,-0.11925404,0.10844445,-0.115817435,-0.04103803,-0.056142285,-0.10682574,-0.15329483,-0.04781916,-0.028865904,-0.029181305,0.036308847,-0.11531526,-0.1146551,0.10809276,-0.05527785,-0.09592134,-0.114910044,-0.062355164,-0.21173324,0.07550191,0.3612029,-0.13648985,-0.16886781,-0.0015377598,0.094151124,-0.18482345,-0.0065313242,0.10330874,-0.12633036,-0.12245117,-0.23201683,-0.07701321,-0.19786131,0.045067593,-0.021334704,-0.08110736,-0.16934024,0.06020775,-0.16866863,-0.027154168,-0.015639741,0.07096356,0.0731325,-0.17219651,0.1545164,-0.091422305,0.054202855,-0.035612024,0.0093730055,-0.013689838,0.092711955,-0.17144658,0.07581755,-0.04383643,-0.10862035,-0.09672938,0.00030636857,0.29505834,-0.11038926,0.11054535,-0.15786116,0.15726955,-0.059021488,0.047979724,0.14391436,-0.15008207,-0.100902595,-0.06144485,-0.2298241,-0.06304495,-0.115097895
mobley_2213823, CCC(C)CC,2.51,-0.15709181,-0.11883004,-0.08847545,0.05391903,0.007217759,0.04749099,0.11998729,-0.01747124,-0.18499282,0.30196583,-0.06380223,-0.026337404,0.17988098,0.23757978,-0.11440124,-0.05213636,-0.14103624,-0.07965013,-0.1453779,-0.23701982,-0.19668314,-0.15271963,-0.16440074,-0.070726365,-0.006740904,-0.12616839,-0.13554347,-0.11618129,-0.1299682,-0.008312555,0.07426817,-0.21737592,-0.22576985,-0.124417685,0.046560675,-0.08856772,0.045756236,-0.119647,-0.13559338,0.053752013,-0.0702084,0.07096649,-0.12525356,-0.19801876,-0.089008115,-0.1470995,-0.25916746,-0.12862864,-0.0438064,0.09179954,0.15022776,-0.14696614,-0.029776579,-0.017132765,-0.07479839,0.049448878,-0.1228649,-0.12426388,0.1818468,-0.17579022,-0.044181414,-0.082960926,-0.0780832,-0.15446106,-0.09106201,-0.13714024,-0.09147394,-0.05492737,-0.119606555,-0.08590395,0.016124457,0.029156169,0.013371861,-0.122541785,-0.11582868,-0.19765605,-0.0018536926,0.4766243,-0.13859299,-0.25069135,-0.056027167,0.16974875,-0.17561556,-0.108729504,-0.108619094,-0.16366757,-0.105020486,-0.23548344,-0.0009604156,-0.23116636,-0.061519045,-0.14398298,-0.097921334,-0.17137322,0.0008012103,-0.18850005,-0.04672975,-0.026028061,0.14224176,0.09152162,-0.26042804,0.13100222,-0.06322554,0.09822471,-0.033366866,0.07800637,-0.0869551,0.05897761,-0.24673788,0.07221596,-0.021896075,-0.10515199,-0.07111105,0.007012858,0.28062752,-0.122718774,0.10394722,-0.20899737,0.026588986,-0.00072642264,0.0048972825,0.16580668,-0.12156139,-0.1422246,-0.11765699,-0.24580581,-0.109305,-0.047105603
mobley_2245668, CC(C)CO,-4.5,-0.12569436,-0.108616926,-0.06492854,0.07142161,0.021249361,0.105152845,0.07878328,-0.024071127,-0.17859955,0.28724867,-0.066672534,-0.03875221,0.16250147,0.20128134,-0.11927156,-0.02858833,-0.11354351,-0.08929014,-0.15674935,-0.19049591,-0.15066193,-0.11637331,-0.14072126,-0.07444423,0.0025516436,-0.086370684,-0.12753616,-0.087265834,-0.11069788,0.031689048,0.0045860778,-0.21619965,-0.20112997,-0.11069144,0.04512864,-0.092912935,0.02002525,-0.121288866,-0.12328032,0.04922809,-0.06672064,0.06480677,-0.12651457,-0.2025712,-0.09842279,-0.14634304,-0.22639315,-0.12926549,-0.03553237,0.05429168,0.08974023,-0.15152907,-0.008374268,-0.034527615,-0.08298829,0.07767813,-0.12794961,-0.09083143,0.15408136,-0.14079897,-0.067355655,-0.08384298,-0.06509152,-0.10823009,-0.08939592,-0.15136757,-0.090539016,-0.041203566,-0.11229243,-0.09738345,0.015233215,-0.013855704,-0.02701261,-0.13887475,-0.110382006,-0.17758808,-0.0255134,0.3982238,-0.1372862,-0.19463709,-0.06387858,0.15752807,-0.17645976,-0.11625167,-0.109230146,-0.15606746,-0.12891874,-0.23676401,0.009092634,-0.20014186,-0.045468166,-0.13701956,-0.07969485,-0.14745659,0.024478074,-0.18267202,-0.00020585806,-0.037292395,0.12203216,0.06719489,-0.19582935,0.13901934,-0.081426,0.09914789,0.010516377,0.1455995,-0.1295956,0.06058906,-0.1960423,0.102894284,-0.010944798,-0.121867135,-0.08136281,-0.01906618,0.22545785,-0.12262481,0.110965244,-0.16897456,0.053774644,-0.002189993,0.0007822345,0.15268718,-0.1249772,-0.12365736,-0.120971546,-0.2159488,-0.12697633,-0.053924825
mobley_2261979, c1cc2cccc3c2c(c1)CC3,-3.15,-0.10295982,-0.06602239,-0.10694787,-0.099299245,-0.070879094,-0.056200787,-0.024151208,-0.08531208,-0.07223999,0.066278234,-0.1621176,0.30938065,-0.07610096,0.08023505,0.05475702,-0.100859135,-0.2129959,0.12694639,-0.010854357,-0.21912675,-0.24167667,-0.1429862,-0.19180077,0.018048175,-0.09146783,-0.058276676,-0.01354532,-0.17582975,0.0026497913,-0.15760025,0.22066107,-0.24427295,-0.24386139,-0.17512049,0.51101804,0.1362171,0.072608225,0.07645138,0.07976399,0.021102946,-0.1343094,-0.11122038,0.012516326,-0.1934382,0.16433306,-0.05223691,-0.2496844,-0.027488083,-0.12692314,0.7008708,0.31793213,-0.16795273,-0.13555057,0.31970012,0.24908195,-0.10496641,-0.176157,0.102305725,-0.053565595,-0.15533875,-0.028804708,-0.009844653,0.15395342,-0.15052703,0.06512587,0.09002493,-0.05757581,-0.059820924,0.039217785,0.08579584,-0.045600187,0.31366748,0.10900623,-0.070811376,-0.014440355,-0.2030075,0.0070931134,0.19336854,-0.09020942,-0.23375629,0.27229264,-0.06760815,-0.19520669,-0.08688225,-0.1551555,-0.12347846,0.15202911,-0.20886159,0.30679893,-0.2276332,-0.15859517,-0.15485398,0.07237017,-0.1216495,-0.081815004,-0.14883809,0.27828738,-0.11228519,-0.020141844,0.7430132,-0.25018975,-0.014354941,0.25364998,-0.0055600503,-0.06750315,-0.07552313,0.22419968,-0.12970927,-0.22858943,-0.10093058,0.30174115,-0.07725783,0.24897833,0.083842866,0.015010279,0.10554827,-0.08393332,-0.1557068,-0.08231032,0.40732792,-0.13838172,-0.046047088,0.05615172,-0.10477077,-0.03613705,-0.21908158,-0.045432713,0.27835652
